DATE,BAA10YM,CPIAUCSL,FEDFUNDS,HOUST,INDPRO,INTDSRUSM193N,ISRATIO,M2SL,MTSDS133FMS,PAYEMS,PCE,T10Y2YM,T10YFFM,UMCSENT,UNRATE,USSLIND,A191RL1Q225SBEA,A191RO1Q156NBEA,GDPC1,GFDEGDQ188S,GPDI,PCEC
1970-03-01,1.56,6.094182825484751,7.76,-15.50288276745676,-2.267014512802401,6.0,,2.2458217270195036,,2.2115728488663278,7.369672270334515,,-0.69,-20.468431771894103,4.4,,0.2,0.2333333333333333,0.2167494505207701,-1.32693534800844,-1.3145240716065487,7.352556149396805
1970-04-01,1.31,6.060606060606077,8.1,-17.06036745406824,-2.1581702338520747,6.0,,2.2060100746916778,,1.8209841306085162,7.088735477353092,,-0.71,-20.468431771894103,4.6,,0.6,0.2,0.16281827163016072,-0.8598951850844694,-0.7329739869500362,7.225526751646649
1970-05-01,1.07,6.043956043956045,7.94,-18.509159823120658,-1.9014987779506054,6.0,,2.601908065915004,,1.1318393811853067,7.01316008662336,,-0.03,-17.595628415300535,4.8,,1.6333333333333333,0.26666666666666666,0.24978954521548413,-0.718098322223859,-1.1839252322152882,7.274248047415943
1970-06-01,1.41,6.010928961748618,7.6,-9.358638743455494,-3.16459336125523,6.0,,2.886776145203118,,0.5563735205843967,7.5553336661674075,,0.24,-17.595628415300535,4.9,,2.666666666666667,0.33333333333333337,0.3363795272316672,-0.5764241457839159,-1.626601547033335,7.322417132952452
1970-07-01,1.94,5.7065217391304435,7.21,10.891812865497075,-3.4369970923074256,6.0,,3.3822260569456475,,0.4580864991728939,7.59913721586194,,0.25,-17.595628415300535,5.0,,3.7,0.4,0.4225907196300227,-0.43487249660615346,-2.061228627424494,7.370043343531174
1970-08-01,1.91,5.691056910569103,6.61,3.0191458026509466,-3.8301473343574366,6.0,,4.275124978451994,,-0.09998873366381389,7.0503361206755155,,0.92,-10.185185185185198,5.1,,1.0666666666666669,0.2,0.2267970666916197,-0.02454779455598466,-2.304723173109602,7.034733202817645
1970-09-01,2.0,5.660377358490565,6.29,1.791639017916391,-4.471417578871595,6.0,,4.99914104105823,,0.04230476351636536,7.4853228962817875,,1.1,-10.185185185185198,5.4,,-1.5666666666666664,-5.551115123125783e-17,0.03036476626265827,0.38229103572020584,-2.553820744752344,6.703759005037324
1970-10-01,2.0,5.630026809651478,6.2,14.409847936278064,-6.409868283919129,6.0,,5.656496400411393,,-0.8436326823301088,6.434923201293441,,1.13,-10.185185185185198,5.5,,-4.2,-0.2,-0.1667093115099605,0.7856882271380039,-2.8087169892698216,6.377037187432566
1970-11-01,2.54,5.600000000000005,5.6,34.01139137510172,-6.091350212555968,5.85,,6.098394260334827,,-0.9523675547927879,5.817888799355364,,1.24,-9.15934755332497,5.9,,0.9666666666666668,0.7666666666666668,0.7869964134959551,-0.30846098957876267,2.2970744769285734,6.762449028409523
1970-12-01,2.73,5.570291777188308,4.9,42.65259984928409,-3.676296977278093,5.52,,6.565742473209735,,-0.6302550497606751,6.87219010918434,,1.49,-9.15934755332497,6.1,,6.133333333333334,1.7333333333333336,1.7416471470203643,-1.4042733581860922,7.472444805917311,7.143319695364436
