,CPIAUCSL,FEDFUNDS,HOUST,INDPRO,INTDSRUSM193N,ISRATIO,M2SL,MTSDS133FMS,PAYEMS,PCE,T10Y2YM,T10YFFM,UMCSENT,UNRATE,USSLIND,A191RL1Q225SBEA,A191RO1Q156NBEA,GDPC1,GFDEGDQ188S,GPDI,PCEC,AAA,BAA,CIVPART,GS20,GS3,IRLTLT01USM156N,M1SL,MCOILWTICO,PPIACO,TCU,TOTALSA,PMI
1918-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7761481226477607,,,
1918-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.774525362022056,,,
1918-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7664115588935327,,,
1918-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7582977557650096,,,
1918-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7501839526364864,,,
1918-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7534294738878957,,,
1918-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7534294738878957,,,
1918-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7534294738878957,,,
1919-01-01,,,,-1.1455302668429792,,,,,,,,,,,,,,,,,,-0.14589974239242215,0.0709150526686235,,,,,,,-0.7582977557650096,,,
1919-02-01,,,,-1.151957156290323,,,,,,,,,,,,,,,,,,-0.14589974239242215,0.09918847008863435,,,,,,,-0.7712798407706467,,,
1919-03-01,,,,-1.1559710619740429,,,,,,,,,,,,,,,,,,-0.13091719050845904,0.08151758420112765,,,,,,,-0.7680343195192374,,,
1919-04-01,,,,-1.153560978431289,,,,,,,,,,,,,,,,,,-0.11218900065350494,0.1097910016211385,,,,,,,-0.7631660376421235,,,
1919-05-01,,,,-1.152757617250371,,,,,,,,,,,,,,,,,,-0.13091719050845904,0.06031252113611935,,,,,,,-0.756674995139305,,,
1919-06-01,,,,-1.1439235444811435,,,,,,,,,,,,,,,,,,-0.12717155253746804,0.042641635248612655,,,,,,,-0.7550522345136004,,,
1919-07-01,,,,-1.1350894717119158,,,,,,,,,,,,,,,,,,-0.11218900065350494,0.04970998960361521,,,,,,,-0.7404473888822587,,,
1919-08-01,,,,-1.132679388169162,,,,,,,,,,,,,,,,,,-0.067241345001616,0.07444922984612477,,,,,,,-0.7307108251280308,,,
1919-09-01,,,,-1.1358928328928337,,,,,,,,,,,,,,,,,,-0.05225879311765292,0.12392771033114361,,,,,,,-0.7404473888822587,,,
1919-10-01,,,,-1.1374995552546696,,,,,,,,,,,,,,,,,,-0.07473262094359738,0.14866695057365317,,,,,,,-0.738824628256554,,,
1919-11-01,,,,-1.1399096387974232,,,,,,,,,,,,,,,,,,-0.029784965291708123,0.2193504941236803,,,,,,,-0.7307108251280308,,,
1919-12-01,,,,-1.1374995552546696,,,,,,,,,,,,,,,,,,-0.0035654994947726362,0.30063656920621123,,,,,,,-0.7128604582452798,,,
1920-01-01,,,,-1.1230419542190164,,,,,,,,,,,,,,,,,,0.003925776447208742,0.30417074638371283,,,,,,,-0.693387330736824,,,
1920-02-01,,,,-1.1230419542190164,,,,,,,,,,,,,,,,,,0.045127794128107315,0.36071758122373454,,,,,,,-0.6950100913625288,,,
1920-03-01,,,,-1.126255398942688,,,,,,,,,,,,,,,,,,0.06760162195405178,0.3713201127562384,,,,,,,-0.6917645701111195,,,
1920-04-01,,,,-1.1350894717119158,,,,,,,,,,,,,,,,,,0.11254927760594105,0.4420036563062655,,,,,,,-0.6722914426026638,,,
1920-05-01,,,,-1.131072665807326,,,,,,,,,,,,,,,,,,0.19120767499674718,0.5197555542112955,,,,,,,-0.66742316072555,,,
1920-06-01,,,,-1.1294659434454901,,,,,,,,,,,,,,,,,,0.23990096861962712,0.5197555542112955,,,,,,,-0.6690459213512545,,,
1920-07-01,,,,-1.1334827493500799,,,,,,,,,,,,,,,,,,0.22491841673566404,0.5656998575188127,,,,,,,-0.6706686819769592,,,
1920-08-01,,,,-1.132679388169162,,,,,,,,,,,,,,,,,,0.20993586485170096,0.5197555542112955,,,,,,,-0.6836507669825963,,,
1920-09-01,,,,-1.1383029164355876,,,,,,,,,,,,,,,,,,0.17997076108377477,0.4314011247737617,,,,,,,-0.6998783732396427,,,
1920-10-01,,,,-1.1447269056620613,,,,,,,,,,,,,,,,,,0.11629491557693174,0.37838846711124124,,,,,,,-0.7307108251280308,,,
1920-11-01,,,,-1.1567744231549608,,,,,,,,,,,,,,,,,,0.12753182948990413,0.45614036501627125,,,,,,,-0.7615432770164189,,,
1920-12-01,,,,-1.1648051347432706,,,,,,,,,,,,,,,,,,0.19495331296773785,0.5798365662288185,,,,,,,-0.797244010781921,,,
1921-01-01,,,,-1.172035385371532,,,,,,,,,,,,,,,,,,0.1500056573158486,0.5586315031638102,,,,,,,-0.8167171382903766,,,
1921-02-01,,,,-1.1744425686934161,,,,,,,,,,,,,,,,,,0.12753182948990413,0.5303580857437993,,,,,,,-0.8410585476759461,,,
1921-03-01,,,,-1.177656013417088,,,,,,,,,,,,,,,,,,0.12753182948990413,0.5763023890513171,,,,,,,-0.8475495901787646,,,
1921-04-01,,,,-1.177656013417088,,,,,,,,,,,,,,,,,,0.12004055354792242,0.5692340346963141,,,,,,,-0.8589089145586972,,,
1921-05-01,,,,-1.1744425686934161,,,,,,,,,,,,,,,,,,0.13876874340287654,0.5656998575188127,,,,,,,-0.8653999570615157,,,
1921-06-01,,,,-1.175245929874334,,,,,,,,,,,,,,,,,,0.1649882091998117,0.5798365662288185,,,,,,,-0.8735137601900389,,,
1921-07-01,,,,-1.176049291055252,,,,,,,,,,,,,,,,,,0.1425143813738672,0.5515631488088076,,,,,,,-0.8735137601900389,,,
1921-08-01,,,,-1.172035385371532,,,,,,,,,,,,,,,,,,0.09382108775098727,0.5621656803413114,,,,,,,-0.8735137601900389,,,
1921-09-01,,,,-1.1712320241906142,,,,,,,,,,,,,,,,,,0.07134725992504247,0.5020846683237885,,,,,,,-0.8735137601900389,,,
1921-10-01,,,,-1.1640017735623525,,,,,,,,,,,,,,,,,,0.03763651818612561,0.5020846683237885,,,,,,,-0.8718909995643342,,,
1921-11-01,,,,-1.1656084959241884,,,,,,,,,,,,,,,,,,-0.05225879311765292,0.33951251815872624,,,,,,,-0.8718909995643342,,,
1921-12-01,,,,-1.1664118571051063,,,,,,,,,,,,,,,,,,-0.08971517282756047,0.24408973436618986,,,,,,,-0.8751365208157436,,,
1922-01-01,,,,-1.1615945902404685,,,,,,,,,,,,,,,,,,-0.14964538036341282,0.275897328963702,,,,,,,-0.8800048026928574,,,
1922-02-01,,,,-1.1559710619740429,,,,,,,,,,,,,,,,,,-0.1683735702183666,0.22288467130118159,,,,,,,-0.8751365208157436,,,
1922-03-01,,,,-1.148743711566651,,,,,,,,,,,,,,,,,,-0.19084739804431106,0.18754289952616818,,,,,,,-0.8751365208157436,,,
1922-04-01,,,,-1.153560978431289,,,,,,,,,,,,,,,,,,-0.22081250181223724,0.07798340702362605,,,,,,,-0.8735137601900389,,,
1922-05-01,,,,-1.1463336280238974,,,,,,,,,,,,,,,,,,-0.22830377775421895,-0.010371022413907768,,,,,,,-0.8653999570615157,,,
1922-06-01,,,,-1.1391062776165055,,,,,,,,,,,,,,,,,,-0.24703196760917273,0.01790239500610308,,,,,,,-0.8653999570615157,,,
1922-07-01,,,,-1.1391062776165055,,,,,,,,,,,,,,,,,,-0.2769970713770989,-0.010371022413907768,,,,,,,-0.8572861539329926,,,
1922-08-01,,,,-1.1423168221193076,,,,,,,,,,,,,,,,,,-0.29197962326106197,-0.024507731123913194,,,,,,,-0.8589089145586972,,,
1922-09-01,,,,-1.1342861105309978,,,,,,,,,,,,,,,,,,-0.3032165371740344,-0.0598495028989266,,,,,,,-0.8572861539329926,,,
1922-10-01,,,,-1.12545203776177,,,,,,,,,,,,,,,,,,-0.2882339852900713,-0.04924697136642245,,,,,,,-0.8556633933072879,,,
1922-11-01,,,,-1.1182246873543784,,,,,,,,,,,,,,,,,,-0.24328632963818203,0.021436572183604674,,,,,,,-0.8540406326815834,,,
1922-12-01,,,,-1.1134045202688707,,,,,,,,,,,,,,,,,,-0.24703196760917273,0.03557328089360978,,,,,,,-0.8540406326815834,,,
1923-01-01,,,,-1.1174213261734605,,,,,,,,,,,,,,,,,,-0.2620145194931358,0.021436572183604674,,,,,,,-0.8491723508044693,,,
1923-02-01,,,,-1.1150112426307066,,,,,,,,,,,,,,,,,,-0.25077760558016343,0.01790239500610308,,,,,,,-0.8459268295530601,,,
1923-03-01,,,,-1.109387714364281,,,,,,,,,,,,,,,,,,-0.22830377775421895,0.06031252113611935,,,,,,,-0.8426813083016508,,,
1923-04-01,,,,-1.1053738086805611,,,,,,,,,,,,,,,,,,-0.1945930360153021,0.0885859385561302,,,,,,,-0.8443040689273554,,,
1923-05-01,,,,-1.102963725137807,,,,,,,,,,,,,,,,,,-0.21706686384124654,0.0885859385561302,,,,,,,-0.8507951114301741,,,
1923-06-01,,,,-1.104570447499643,,,,,,,,,,,,,,,,,,-0.22081250181223724,0.10272264726613563,,,,,,,-0.8540406326815834,,,
1923-07-01,,,,-1.1061771698614788,,,,,,,,,,,,,,,,,,-0.22455813978322828,0.14866695057365317,,,,,,,-0.8589089145586972,,,
1923-08-01,,,,-1.109387714364281,,,,,,,,,,,,,,,,,,-0.24703196760917273,0.1628036592836586,,,,,,,-0.8605316751844019,,,
