,CPIAUCSL,FEDFUNDS,HOUST,INDPRO,INTDSRUSM193N,ISRATIO,M2SL,MTSDS133FMS,PAYEMS,PCE,T10Y2YM,T10YFFM,UMCSENT,UNRATE,USSLIND,A191RL1Q225SBEA,A191RO1Q156NBEA,GDPC1,GFDEGDQ188S,GPDI,PCEC,AAA,BAA,CIVPART,GS20,GS3,IRLTLT01USM156N,M1SL,MCOILWTICO,PPIACO,TCU,TOTALSA,PMI
1966-03-01,-0.998559408375456,-0.040321493021802365,-0.09257680315223454,-0.2797331310412736,0.018641808567778237,,-0.9357278386199235,,-0.703222054977153,-1.0219160988867686,,-0.5350672460125204,0.9665246452078793,-1.1874329347208674,,0.3113683677877568,1.8385308416651507,-0.8226276268454104,-0.7542939398604152,-0.8597409506044789,-0.8448716231024352,-0.3069621751450251,-0.5652368392816199,-1.3589118821421513,-0.3843852425498059,-0.08437974030244534,-0.4246298270132166,-0.9022065785901248,,-0.5960216931945458,,,1.7565441546147615
1966-04-01,-0.9972610957395542,-0.03476285665612449,-0.19925874593097875,-0.2781264086794378,0.018641808567778237,,-0.9351886354634201,,-0.6964580702764882,-1.0214639389738467,,-0.6242900585777122,0.8443977088264922,-1.1874329347208674,,-0.5254864282512024,1.7062624357899603,-0.8216333500222945,-0.7696966699572569,-0.859961920913829,-0.84446636357207,-0.29197962326106197,-0.5334292446841078,-1.292301599070967,-0.40954709086109964,-0.10971756600232989,-0.46657244322258495,-0.9008030432595081,,-0.5960216931945458,,,1.550278431349322
1966-05-01,-0.9963522768944232,0.029161461549172537,-0.42024277025837753,-0.26848897472929223,0.018641808567778237,,-0.9349832247371332,,-0.6888658425512522,-1.0223682587996907,,-0.7517512193851292,0.722270772445104,-1.1265061641198326,,-0.33310601536868306,1.5078598269771741,-0.8191600088191564,-0.7646223698261326,-0.8600589708207967,-0.843736367085748,-0.2844883473190803,-0.5086900044415983,-1.292301599070967,-0.3951688918260745,-0.07487805566498856,-0.45608678917024276,-0.9013428645405145,,-0.5960216931945458,,,0.6564602971990849
1966-06-01,-0.9959627831036526,0.10420305248582531,-0.600586054479588,-0.2636688076437845,0.018641808567778237,,-0.9347007849884886,,-0.6778502103244552,-1.0217971094359997,,-0.9047046123540293,0.5944635134413259,-1.1874329347208674,,-0.14072560248616364,1.309457218164388,-0.8166866676160185,-0.7595480696950087,-0.8601560207277645,-0.843006370599426,-0.25077760558016343,-0.4733482326665849,-1.258996457535375,-0.3807906927910494,-0.0590419146025608,-0.44560113511790095,-0.9010189717719107,,-0.5943989325688412,,,0.8352239240291319
1966-07-01,-0.9950539642585213,0.14033418886273225,-0.8749110501963588,-0.2580481795982285,0.018641808567778237,,-0.9347778140108463,,-0.6726046711688376,-1.0205834170381558,,-0.8537201480310627,0.46665625443754777,-1.1874329347208674,,0.05165481039635568,1.1110546093516018,-0.8142133264128805,-0.7544737695638846,-0.8602530706347323,-0.8422763741131041,-0.21706686384124654,-0.43800646089157147,-1.258996457535375,-0.3412506454447305,0.007469877859636065,-0.3722015567515064,-0.9024225071025272,,-0.5911534113174319,,,1.013987550859179
1966-08-01,-0.9924573389867177,0.20425850706802928,-0.7910895237273455,-0.25724481841731067,0.018641808567778237,,-0.9343413162174865,,-0.6669174024001153,-1.019964671894157,,-0.8728393221521752,0.3388489954337697,-1.1874329347208674,,0.04203578975222974,0.9126520005388158,-0.8117971822157751,-0.755926483318589,-0.8594118660665198,-0.8418136901173239,-0.16088229427638523,-0.384993803229051,-1.1923861744641928,-0.3017105980984113,0.1404934627840298,-0.3022971964025592,-0.9018826858215209,,-0.5895306506917273,,,0.7664686829406522
1966-09-01,-0.9911590263508161,0.16812737069112235,-0.9765129004618296,-0.247607384467165,0.018641808567778237,,-0.933622378675482,,-0.663162700688726,-1.0185367984849292,,-0.8154817997888376,0.2564843174091113,-1.2483597053219022,,0.032416769108103684,0.7142493917260296,-0.80938103801867,-0.7573791970732928,-0.8585706614983073,-0.8413510061215437,-0.09346081079855116,-0.29310519661401596,-1.1923861744641928,-0.3053051478571675,0.1753329731213711,-0.31627806847234863,-0.9005871147471056,,-0.5895306506917273,,,0.7939707793760445
1966-10-01,-0.9898607137149144,0.20425850706802928,-1.4921422905590933,-0.24038003405977335,0.018641808567778237,,-0.9335453496531245,,-0.6573373914159085,-1.0187509794963132,,-1.006673540999963,0.17411963938445657,-1.2483597053219022,,0.022797748463977748,0.5158467829132435,-0.8069648938215648,-0.758831910827997,-0.8577294569300947,-0.8408883221257635,-0.12342591456647733,-0.28957101943651464,-1.1923861744641928,-0.3448451952034867,0.07714889853431871,-0.3756967747689537,-0.9014508287967159,,-0.5927761719431366,,,0.5877050561106051
1966-11-01,-0.9894712199241439,0.26818282527332604,-1.1924168322759547,-0.247607384467165,0.018641808567778237,,-0.9331345282005505,,-0.6527820547807669,-1.018322617473545,,-1.0576580053229296,0.0917549613597982,-1.309286475922937,,0.05165481039635568,0.30421733351293834,-0.8043352845857781,-0.763369881795579,-0.8586917367894104,-0.8405469032022003,-0.14589974239242215,-0.2789684879040105,-1.0924707498574164,-0.33046699616846154,0.09298503959674648,-0.3232685045072432,-0.9012349002843133,,-0.5943989325688412,,,0.10641836849124665
1966-12-01,-0.9889518948697831,0.16812737069112235,-1.1187554908334885,-0.2451973009244113,0.018641808567778237,,-0.9323899143177604,,-0.6478125966333397,-1.0179180533409302,,-1.0321657731614464,0.2564843174091113,-1.1874329347208674,,0.08051187232873361,0.0925878841126332,-0.8017056753499915,-0.767907852763161,-0.8596540166487261,-0.840205484278637,-0.13091719050845904,-0.2612976020165038,-1.1257758913930087,-0.37000704351478075,-0.014700719627762702,-0.43511548106555875,-0.9005871147471056,,-0.5943989325688412,,,-0.07234525833880137
1967-01-01,-0.9892115573969633,0.040278734280528534,-0.9231719290724575,-0.2402640252249836,0.018641808567778237,,-0.9320304455467582,,-0.6420701116629793,-1.0173469039772391,,-0.9047046123540293,0.4212136734584256,-1.1265061641198326,,0.10936893426111154,-0.11904156528767214,-0.799076066114205,-0.772445823730743,-0.8606162965080416,-0.8398640653550737,-0.20208431195728346,-0.33551532274403223,-1.1257758913930087,-0.45987078748368776,-0.1540587609771277,-0.52599114951919,-0.9006950790033069,,-0.5927761719431366,2.182813933632541,,-0.5261298495227675
1967-02-01,-0.9879132447610617,0.056954643377562404,-0.7809293387007985,-0.25218103277874493,0.018641808567778237,,-0.9311317736192528,,-0.6414627334449605,-1.0176324786590847,,-0.9110776703944004,0.5859430295077399,-1.1874329347208674,,-0.21767776763917135,-0.1587220870502294,-0.7988925205255614,-0.7892640663896382,-0.8622968089036138,-0.8391309409998255,-0.2657601574641265,-0.38852798040655234,-1.1923861744641928,-0.42392528989612477,-0.1603932174020987,-0.5085150594319533,-0.8995074721850929,,-0.5927761719431366,1.8449742738489052,,-0.7323955727882069
1967-03-01,-0.9879132447610617,-0.07367331121587035,-0.9511124378954618,-0.25803657871474955,0.018641808567778237,,-0.9299506619431028,,-0.6386743152622375,-1.0169661377347783,,-0.6689014648603082,0.6370659331092519,-1.1874329347208674,,-0.5447244695394542,-0.19840260881278649,-0.798708974936918,-0.8060823090485337,-0.863977321299186,-0.8383978166445774,-0.22830377775421895,-0.3779254488740485,-1.258996457535375,-0.44189803868990646,-0.24274115092672363,-0.5399720215889794,-0.8975641155734697,,-0.5943989325688412,1.6321534310725418,,-1.0486696817952146
1967-04-01,-0.9866149321251599,-0.2070805839921423,-0.862210818913175,-0.24829473681329348,-0.12259195910933567,,-0.929334429764242,,-0.640441233714656,-1.0156572537763193,,-0.33112938872065345,0.6881888367107626,-1.1874329347208674,,-0.8717711714397371,-0.23808313057534375,-0.7985254293482744,-0.8229005517074289,-0.8656578336947582,-0.8376646922893292,-0.23579505369620032,-0.384993803229051,-1.1590810329286008,-0.4131416406198562,-0.2712462048390937,-0.5224959315017427,-0.8982119011106775,,-0.5976444538202504,1.7337058556570228,,-1.3924458872376133
1967-05-01,-0.9866149321251599,-0.2376530840033712,-0.3211809662495436,-0.25738982946079775,-0.157900401028614,,-0.9280249363841626,,-0.6361895861885238,-1.0154430727649353,,-0.0953262412269322,0.7393117403122746,-1.1874329347208674,,-0.5254864282512024,-0.22485628998782473,-0.7956894221403715,-0.8115745839696706,-0.863969734335775,-0.8370825076602135,-0.18710176007332038,-0.3390494999215335,-1.1923861744641928,-0.31968334689219263,-0.19839995595192553,-0.43162026304811146,-0.8965924372676584,,-0.5943989325688412,1.458626262688762,,-1.1586780675367818
1967-06-01,-0.9840183068533565,-0.22653581127201522,-0.46342355662120255,-0.25752033939993585,-0.157900401028614,,-0.9267924720264409,,-0.6326005330820487,-1.0143483698178604,,-0.012476486702111232,0.770553514735421,-1.1265061641198326,,-0.1792016850626675,-0.2116294494003055,-0.7928534149324686,-0.800248616231912,-0.8622816349767914,-0.8365003230310978,-0.11218900065350494,-0.27190013354900766,-1.0924707498574164,-0.28733239906338615,-0.10971756600232989,-0.3722015567515064,-0.8951889019370416,,-0.5911534113174319,1.364020654172472,,-0.8424039585297751
1967-07-01,-0.9827199942174546,-0.2793428567459561,-0.16877819085133755,-0.2598724185252951,-0.157900401028614,,-0.9256883893726484,,-0.6287906151690211,-1.0143721677080142,,0.19783442863012665,0.8017952891585662,-1.1874329347208674,,0.16708305812586727,-0.19840260881278649,-0.7900174077245659,-0.7889226484941537,-0.8605935356178082,-0.835918138401982,-0.0597500690596343,-0.23302418459649296,-1.0924707498574164,-0.28014329954587375,-0.0558746863900753,-0.3232685045072432,-0.8940012951188275,,-0.5911534113174319,1.2262779438169338,,-0.4711256566519839
1967-08-01,-0.9814216815815529,-0.2487703567347272,-0.05955620181595657,-0.24011901418149675,-0.157900401028614,,-0.9245329540372843,,-0.621750549460166,-1.0136344331132463,,0.20420748667049737,0.8330370635817114,-1.1874329347208674,,0.09013089297285955,-0.19840260881278649,-0.7877358680289558,-0.7848885454177623,-0.8590704527130175,-0.8353140586903828,-0.04476751717567121,-0.2082849443539834,-1.0591656083218244,-0.24060325219955453,-0.002031806777820429,-0.28132588829787486,-0.8922738670196071,,-0.5927761719431366,1.5248239292079828,,-0.0998473547741927
1967-09-01,-0.9801233689456512,-0.22375649308917617,-0.023995554223041823,-0.24182434405290373,-0.157900401028614,,-0.9235315767466354,,-0.621170779342966,-1.0122541554843258,,0.15959608038790157,0.7165904498227141,-1.1874329347208674,,0.013178727819851814,-0.19840260881278649,-0.785454328333346,-0.7808544423413709,-0.8575473698082269,-0.8347099789787835,-0.03353060326269881,-0.18354570411147383,-1.0591656083218244,-0.2262250531645294,0.05497830104691966,-0.27433545226298034,-0.8911942244575943,,-0.5927761719431366,1.4002825566040247,,0.27143094710359755
1967-10-01,-0.9788250563097494,-0.2543289931004052,0.1538076837415319,-0.23328029337064998,-0.157900401028614,,-0.9226329048191301,,-0.6194866851930046,-1.0130632837495552,,0.3444147635586561,0.6001438360637169,-1.0655793935187976,,-0.06377343733315591,-0.19840260881278649,-0.783172788637736,-0.7768203392649798,-0.8560242869034362,-0.8341058992671843,0.03014524224414423,-0.14113557798145787,-0.9925553252506424,-0.15433405798940372,0.0898178113842607,-0.21142152794892766,-0.8902225461517826,,-0.5927761719431366,1.476745277794457,,0.1614225613620303
1967-11-01,-0.9762284310379458,-0.1848460385294303,0.27318985780345995,-0.21815564153495665,-0.09434520557391289,,-0.921862614595554,,-0.6062900130015035,-1.0118257934615578,,0.35716087963939774,0.4836972223047184,-1.1265061641198326,,0.4556536774496463,-0.05290736235007664,-0.7769550910073307,-0.7864840313172339,-0.8545590545946558,-0.8326584177702452,0.12378619151891344,-0.07045203443143075,-1.0258604667862345,-0.04649756522671535,0.14999514742148656,-0.11705064147784916,-0.8893588321021725,,-0.5927761719431366,1.680399188027229,,0.17517360957972644
1967-12-01,-0.9749301184020441,-0.07923194758154847,-0.31102078122299653,-0.20660116158991293,0.018641808567778237,,-0.9209382663272625,,-0.6008512171401527,-1.009993355919715,,0.08311938390345137,0.6058241586861067,-1.1874329347208674,,0.9750807922324485,0.09258788411263302,-0.7707373933769258,-0.7961477233694879,-0.8530938222858753,-0.8312109362733062,0.1687338471708027,0.0037656862960976562,-0.9925553252506424,-0.07165941353800942,0.14999514742148656,-0.13452673156508588,-0.8883871537963609,,-0.5879078900660226,1.8131526043681565,,0.3676882846274696
1968-01-01,-0.9736318057661425,-0.054218083935997544,-0.1281374507451493,-0.20776995060041814,0.018641808567778237,,-0.92027068146683,,-0.6035015948187805,-1.0086130782907947,,-0.08258012514619051,0.727951095067495,-1.2483597053219022,,1.4945079070152512,0.23808313057534286,-0.7645196957465203,-0.8058114154217418,-0.8516285899770947,-0.8297634547763671,0.161242571228821,-0.02804190830141447,-1.2256913159997826,-0.1435504087131351,0.09298503959674648,-0.19394543786169094,-0.887307511234348,,-0.5862851294403181,1.70391332489035,,0.5051987668044292
1968-02-01,-0.9723334931302405,-0.0236455839247685,0.22746902518399814,-0.20388655485583634,0.018641808567778237,,-0.9195003912432539,,-0.5921546653821551,-1.007970535256642,,-0.1335645894691573,0.850078031448882,-1.1874329347208674,,1.3502225973533617,0.46293942056316706,-0.759322099453502,-0.8268641305151275,-0.8495247882478748,-0.8286633271337747,0.1350231054318855,-0.042178617011419894,-1.0924707498574164,-0.1471449584718913,0.11832286529663102,-0.1834597838093491,-0.8868756542095431,,-0.5830396081889088,1.6955580478323893,,0.2851819953212937
1968-03-01,-0.9710351804943389,0.07085123429175734,0.0903065273256127,-0.20049329643824076,0.0751353156386238,,-0.9187814537012496,,-0.5899460173166319,-1.0054241610101855,,-0.23553351811509082,0.713750288511518,-1.2483597053219022,,1.205937287691472,0.6877957105509916,-0.7541245031604835,-0.8479168456085123,-0.8474209865186548,-0.827563199491182,0.13876874340287654,-0.024507731123913194,-1.0924707498574164,-0.07165941353800942,0.1785002013338566,-0.12054585949529643,-0.8860119401599328,,-0.5814168475632041,1.677868732689676,,0.12016941670894182
1968-04-01,-0.969736867858437,0.26818282527332604,0.31383059790964823,-0.19891557628510223,0.26580090200272743,,-0.9181395451816029,,-0.5827403030028624,-1.005495554680647,,-0.7517512193851292,0.5774225455741552,-1.370213246523972,,1.0616519780295823,0.9126520005388158,-0.7489269068674653,-0.8689695607018987,-0.8453171847894349,-0.8264630718485892,0.1762251231127841,0.01790239500610308,-1.1257758913930087,-0.11838856040184104,0.16266406027142885,-0.15549803966977022,-0.8848243333417187,,-0.5814168475632041,1.6258034205084906,,0.6977134418521724
